customer_id,customer_revenue,customer_profit,customer_cost,transaction_count,customer_profit_margin,country,region,customer_segment,acquisition_channel,subscription_plan
CUST_000070,11358.57,9433.1,1925.47,17,0.8304830625686156,USA,North America,Core,Outbound Sales,Business
CUST_000071,642.0,356.4,318.89,14,0.5551401869158878,USA,North America,Low Engagement,Paid Social,Basic
CUST_000072,11144.93,9113.47,2031.46,19,0.8177233953017201,USA,North America,Champion,Paid Search,Business
CUST_000073,4629.54,3701.96,927.58,18,0.7996388410079619,USA,North America,Core,Paid Search,Professional
CUST_000074,11689.83,9428.94,2260.89,15,0.8065934235142855,UK,Europe,Core,Referral,Professional
CUST_000075,6237.45,4968.95,1268.5,18,0.7966316363257421,India,APAC,Core,Organic Search,Professional
CUST_000076,1894.0,1326.88,775.82,13,0.700570221752904,USA,North America,New / Onboarding,Referral,Professional
CUST_000077,1458.43,1006.25,452.18,17,0.689954265888661,USA,North America,Core,Paid Social,Basic
CUST_000078,120311.06,101256.14,19054.92,19,0.8416195485269601,USA,North America,Champion,Outbound Sales,Enterprise
CUST_000079,8091.139999999999,6470.58,2169.66,15,0.7997117835064034,India,APAC,Core,Partnership,Business
CUST_000080,4859.599999999999,3925.3599999999997,934.24,13,0.8077537245863857,UK,Europe,Core,Organic Search,Professional
CUST_000081,10690.25,8789.01,1901.24,16,0.82215196089895,USA,North America,At Risk,Organic Search,Business
CUST_000082,681.25,325.82,355.43,19,0.47826788990825686,Australia,APAC,At Risk,Paid Social,Basic
CUST_000083,14952.12,12647.52,2304.6,13,0.8458680106901229,USA,North America,Core,Referral,Business
CUST_000084,2078.51,1520.41,558.1,16,0.7314903464501012,USA,North America,Low Engagement,Partnership,Professional
CUST_000085,3425.57,2770.39,655.1800000000001,13,0.808738399740773,USA,North America,Core,Outbound Sales,Professional
CUST_000086,1636.69,1227.26,409.43,10,0.74984267026743,USA,North America,Low Engagement,Organic Search,Professional
CUST_000087,9727.02,7941.98,1785.04,19,0.8164864470310537,Canada,North America,Champion,Organic Search,Business
CUST_000088,1121.32,775.6800000000001,345.64,12,0.6917561445439304,UK,Europe,Low Engagement,Referral,Basic
CUST_000089,6644.71,5503.99,1140.72,20,0.8283265936361406,Australia,APAC,Champion,Partnership,Professional
CUST_000090,13330.35,10997.77,2332.58,11,0.8250173476315326,UK,Europe,Core,Outbound Sales,Business
CUST_000091,9886.09,8257.66,1628.43,17,0.8352806822515271,USA,North America,Core,Organic Search,Professional
CUST_000092,8731.98,7224.43,1968.55,18,0.8273530172996274,UK,Europe,Champion,Content Marketing,Professional
CUST_000093,2645.76,2026.73,785.0,15,0.7660294206579583,UK,Europe,Low Engagement,Paid Search,Professional
CUST_000094,9759.6,7858.3,1901.3,18,0.8051866879790155,USA,North America,Core,Paid Search,Business
CUST_000095,4297.89,3465.41,832.48,16,0.8063049542915244,Australia,APAC,Core,Organic Search,Professional
CUST_000096,5374.53,4277.08,1097.45,15,0.7958054006582902,Other,LATAM,Core,Organic Search,Professional
CUST_000097,5049.97,4273.85,776.12,16,0.8463119582888612,UK,Europe,Core,Outbound Sales,Professional
CUST_000098,157853.81,129515.02,28338.79,13,0.8204744630490706,UK,Europe,Strategic,Organic Search,Enterprise
CUST_000099,559.7,294.24,301.19,17,0.5257102018938717,USA,North America,Core,Paid Social,Basic
CUST_000100,161860.77,133925.39,27935.38,18,0.8274110521036074,India,APAC,Strategic,Organic Search,Enterprise
CUST_000101,964.0600000000001,625.46,338.6,14,0.648777047071759,India,APAC,Low Engagement,Organic Search,Basic
CUST_000102,8042.31,6668.72,1373.59,20,0.8292045444654583,Germany,Europe,Champion,Content Marketing,Business
CUST_000103,8131.889999999999,6682.16,1705.23,20,0.8217228713128191,USA,North America,Champion,Outbound Sales,Business
CUST_000104,5016.23,3772.1400000000003,1244.09,20,0.7519870500355846,India,APAC,Core,Paid Social,Professional
CUST_000105,474.12,215.39,258.73,14,0.4542942714924491,USA,North America,Low Engagement,Paid Social,Basic
CUST_000106,17764.78,14717.13,4527.599999999999,13,0.8284442588087215,UK,Europe,Core,Outbound Sales,Business
CUST_000107,20926.12,17343.89,3582.23,16,0.8288153752343961,UK,Europe,Core,Outbound Sales,Business
CUST_000108,2571.7400000000002,1983.06,588.68,12,0.771096611632591,Germany,Europe,Low Engagement,Partnership,Professional
CUST_000109,2423.06,1895.05,635.38,13,0.7820895891971309,Germany,Europe,Low Engagement,Referral,Professional
CUST_000110,226931.06,187398.02,39533.04,17,0.8257927319424674,Germany,Europe,Strategic,Referral,Enterprise
CUST_000111,85328.37,71585.88,13742.49,16,0.8389458277475593,India,APAC,Core,Paid Social,Enterprise
CUST_000112,3485.5699999999997,2707.6,777.97,15,0.7768026463390493,UK,Europe,Core,Referral,Professional
CUST_000113,33145.26,29177.56,5260.3099999999995,19,0.8802935925076466,Germany,Europe,Champion,Referral,Business
CUST_000114,7560.39,6223.0199999999995,1337.3700000000001,20,0.8231083317130464,USA,North America,Champion,Outbound Sales,Professional
CUST_000115,1642.86,1205.51,437.35,16,0.73378741950014,UK,Europe,Core,Paid Search,Basic
CUST_000116,835.84,558.31,277.53000000000003,14,0.6679627679938743,USA,North America,New / Onboarding,Paid Search,Basic
CUST_000117,2668.64,2007.78,660.86,15,0.7523607530427484,India,APAC,Low Engagement,Paid Search,Professional
CUST_000118,758.9399999999999,417.88,341.06,13,0.5506100614014283,Other,LATAM,New / Onboarding,Referral,Basic
CUST_000119,2117.12,1631.44,485.68,14,0.7705940145102782,USA,North America,Low Engagement,Partnership,Professional
CUST_000120,4771.87,3845.84,926.03,18,0.805939809760115,UK,Europe,Core,Paid Search,Professional
CUST_000121,224130.85,180509.93,43620.92,18,0.8053774391164803,USA,North America,Strategic,Partnership,Enterprise
CUST_000122,51503.86,42775.43,8728.43,16,0.830528624456497,USA,North America,Strategic,Referral,Business
CUST_000123,9446.07,7637.06,1809.01,15,0.8084907268313701,UK,Europe,Core,Paid Search,Business
CUST_000124,1230.58,802.57,428.01,16,0.6521883989663412,USA,North America,Core,Paid Search,Basic
CUST_000125,1717.82,1304.61,492.08,16,0.759456753326891,USA,North America,Core,Outbound Sales,Professional
CUST_000126,3673.19,2875.7200000000003,1598.35,13,0.7828944323598834,Canada,North America,Core,Referral,Professional
CUST_000127,1072.62,611.97,460.65,19,0.5705375622307994,USA,North America,New / Onboarding,Partnership,Basic
CUST_000128,301.99,136.14,219.44,11,0.450809629457929,Canada,North America,Low Engagement,Content Marketing,Basic
CUST_000129,3977.94,3129.8,848.14,18,0.7867891421187851,USA,North America,Core,Paid Search,Professional
CUST_000130,897.13,507.04,433.28,19,0.5651800742367327,Germany,Europe,Core,Paid Search,Basic
CUST_000131,1031.29,683.48,390.19,18,0.6627427784619264,Canada,North America,Core,Paid Social,Basic
CUST_000132,32111.78,27972.8,4138.98,18,0.8711071139625396,Australia,APAC,Champion,Paid Search,Business
CUST_000133,773.1899999999999,436.43,365.5,17,0.5644537565152162,USA,North America,Low Engagement,Outbound Sales,Basic
CUST_000134,927.48,617.25,356.21,12,0.6655130029758054,USA,North America,New / Onboarding,Organic Search,Basic
CUST_000135,798.5600000000001,500.21000000000004,298.35,16,0.6263900020036065,Other,LATAM,Low Engagement,Paid Search,Basic
CUST_000136,736.85,451.53,313.49,14,0.6127841487412634,UK,Europe,At Risk,Organic Search,Basic
CUST_000137,1014.88,577.89,436.99,20,0.5694170739397761,USA,North America,At Risk,Content Marketing,Basic
CUST_000138,3568.92,2760.82,808.1,23,0.7735729576454502,India,APAC,Core,Referral,Basic
CUST_000139,3916.42,3204.71,853.48,16,0.8182753637250346,USA,North America,New / Onboarding,Partnership,Professional
CUST_000140,32771.89,29185.489999999998,3586.4,16,0.890564749240889,UK,Europe,Core,Organic Search,Business
CUST_000141,1606.03,1103.62,502.41,16,0.6871727178197169,USA,North America,Core,Organic Search,Professional
CUST_000142,3268.14,2544.54,723.6,14,0.7785896565018635,USA,North America,Core,Outbound Sales,Professional
CUST_000143,2950.48,2333.91,616.5699999999999,15,0.7910272226891895,USA,North America,Core,Referral,Professional
CUST_000144,872.7,630.37,242.33,11,0.7223215308811733,USA,North America,Low Engagement,Organic Search,Basic
CUST_000145,1433.28,982.05,451.23,20,0.6851766577361018,USA,North America,Core,Referral,Basic
CUST_000146,373020.81,307629.13,90508.70999999999,20,0.8246969652979951,Germany,Europe,Strategic,Paid Social,Enterprise
CUST_000147,3539.93,2840.7,699.23,20,0.8024734952386064,Other,MEA,At Risk,Organic Search,Professional
CUST_000148,1119.54,735.45,384.09,15,0.6569215927970417,Canada,North America,Low Engagement,Referral,Basic
CUST_000149,35735.04,31376.74,6061.83,14,0.8780384742818254,USA,North America,Core,Organic Search,Business
CUST_000150,4815.73,3865.63,950.1,18,0.8027090389203715,Germany,Europe,New / Onboarding,Outbound Sales,Professional
CUST_000151,1943.08,1335.49,685.58,20,0.6873057208143772,UK,Europe,Core,Referral,Professional
CUST_000152,638.81,357.65999999999997,306.97999999999996,13,0.5598847857735477,USA,North America,Low Engagement,Outbound Sales,Basic
CUST_000153,46974.98,39780.55,7194.43,20,0.8468454909400707,USA,North America,Champion,Paid Social,Enterprise
CUST_000154,1611.88,1230.51,381.37,16,0.7634005012780107,Germany,Europe,New / Onboarding,Referral,Basic
CUST_000155,6221.86,5011.69,1210.17,17,0.805497070008004,UK,Europe,Core,Outbound Sales,Business
CUST_000156,851.32,586.95,264.37,12,0.6894587229243998,Other,LATAM,Low Engagement,Referral,Basic
CUST_000157,3950.61,3093.39,857.22,14,0.783015787435358,Germany,Europe,Core,Referral,Professional
CUST_000158,667.13,390.47,276.65999999999997,14,0.5852982177386716,UK,Europe,Low Engagement,Referral,Basic
CUST_000159,1592.79,1167.27,425.52,20,0.7328461379089523,Germany,Europe,Core,Paid Social,Basic
CUST_000160,1691.97,1197.46,494.51,19,0.7077312245488986,UK,Europe,Core,Outbound Sales,Basic
CUST_000161,291298.3,242718.89,57878.73,19,0.833231398878744,USA,North America,Strategic,Paid Social,Enterprise
CUST_000162,4034.66,3076.79,1302.55,18,0.7625896605909792,UK,Europe,Core,Content Marketing,Professional
CUST_000163,60326.73,50505.05,9821.68,11,0.8371919048156596,India,APAC,Core,Outbound Sales,Enterprise
CUST_000164,626.84,314.33,312.51,15,0.5014517261183077,India,APAC,At Risk,Partnership,Basic
CUST_000165,2569.65,1806.1,763.5500000000001,20,0.7028583659253205,Canada,North America,At Risk,Outbound Sales,Professional
CUST_000166,9362.36,7772.17,1590.19,16,0.8301507312258875,USA,North America,Core,Referral,Business
CUST_000167,18565.49,15352.06,4364.94,14,0.8269138062071079,USA,North America,Core,Outbound Sales,Business
CUST_000168,3337.0,2528.87,808.13,19,0.7578273898711417,USA,North America,Core,Paid Search,Professional
CUST_000169,24583.059999999998,19847.66,4735.4,17,0.8073714175533885,Other,MEA,Core,Organic Search,Business
CUST_000170,242695.76,201097.48,41598.28,16,0.8285990657603578,Australia,APAC,Strategic,Partnership,Enterprise
CUST_000171,877.35,533.87,343.48,18,0.6085028779848407,Australia,APAC,Core,Paid Search,Basic
CUST_000172,423.33,121.69999999999999,333.59000000000003,14,0.2874825786029811,Germany,Europe,Low Engagement,Referral,Basic
CUST_000173,1179.32,708.41,512.86,16,0.6006936200522335,Canada,North America,Core,Organic Search,Professional
CUST_000174,5815.11,4905.58,909.53,18,0.8435919526887712,Canada,North America,Core,Content Marketing,Professional
CUST_000175,3555.93,2822.66,733.27,12,0.7937895290402229,UK,Europe,Core,Referral,Business
CUST_000176,6431.73,5090.34,1341.3899999999999,14,0.7914418049265128,UK,Europe,Core,Organic Search,Professional
CUST_000177,754.76,457.35,297.41,15,0.6059542106099952,India,APAC,Low Engagement,Paid Social,Basic
CUST_000178,896.42,565.9,330.52,12,0.6312889047544678,USA,North America,New / Onboarding,Outbound Sales,Basic
CUST_000179,29687.27,26010.38,6661.75,20,0.8761459036145796,India,APAC,At Risk,Outbound Sales,Enterprise
CUST_000180,175149.24,146128.78,41078.25,17,0.8343101003464246,Germany,Europe,Strategic,Paid Social,Enterprise
CUST_000181,5119.07,4228.29,890.78,21,0.8259879235876829,Germany,Europe,Core,Organic Search,Professional
CUST_000182,146237.8,117003.94,38045.88,16,0.8000936830286014,USA,North America,Strategic,Content Marketing,Enterprise
CUST_000183,67213.72,56690.04,10523.68,17,0.8434295855072447,USA,North America,Strategic,Content Marketing,Business
CUST_000184,4573.84,3556.84,1017.0,15,0.7776485403949417,USA,North America,Core,Organic Search,Professional
CUST_000185,657.28,449.63,207.65,11,0.6840768013631938,India,APAC,At Risk,Organic Search,Basic
CUST_000186,755.87,441.98,313.89,16,0.5847301784698428,India,APAC,New / Onboarding,Referral,Basic
CUST_000187,899.7,559.34,340.36,17,0.6216961209291987,USA,North America,Core,Referral,Basic
CUST_000188,27182.92,22026.28,6249.46,14,0.8102985256918683,USA,North America,Core,Referral,Business
CUST_000189,1110.0,668.72,469.71000000000004,23,0.6024504504504504,India,APAC,Core,Paid Search,Basic
CUST_000190,463.99,273.99,213.22,14,0.590508416129658,USA,North America,Low Engagement,Organic Search,Basic
CUST_000191,1511.16,1003.56,507.6,19,0.6640991026760898,Other,LATAM,Core,Referral,Basic
CUST_000192,14479.57,11862.59,2616.98,20,0.8192639698554585,UK,Europe,Champion,Organic Search,Business
CUST_000193,2473.77,1876.3400000000001,597.43,14,0.7584941203102957,Other,LATAM,Low Engagement,Paid Search,Professional
CUST_000194,2185.26,1627.85,557.41,14,0.7449228009481708,UK,Europe,At Risk,Referral,Professional
CUST_000195,11843.76,9821.61,2022.15,14,0.8292645241038319,USA,North America,Core,Paid Search,Professional
CUST_000196,1543.27,1008.15,535.12,19,0.6532557491560129,USA,North America,Core,Referral,Basic
CUST_000197,2366.05,1801.67,564.38,15,0.761467424610638,India,APAC,New / Onboarding,Partnership,Professional
CUST_000198,28212.67,23211.71,5000.96,15,0.822740633906681,USA,North America,Core,Organic Search,Business
CUST_000199,335504.16000000003,282091.84,53412.32,19,0.8407998279365597,Australia,APAC,Strategic,Referral,Enterprise
CUST_000200,3909.28,3307.98,601.3000000000001,18,0.846186510047886,UK,Europe,Core,Referral,Professional
CUST_000201,4012.85,3155.05,1039.83,19,0.7862367145544937,Other,LATAM,Core,Organic Search,Professional
CUST_000202,6498.4,5148.86,1865.15,16,0.7923273421149821,USA,North America,Core,Partnership,Business
CUST_000203,961.34,530.92,482.3,18,0.5522707886907857,UK,Europe,New / Onboarding,Paid Search,Basic
CUST_000204,20670.01,17224.170000000002,3445.84,17,0.8332927753784349,USA,North America,Core,Organic Search,Business
CUST_000205,23411.24,19662.23,3749.01,18,0.839862818030997,Canada,North America,Champion,Paid Search,Enterprise
CUST_000206,22366.86,18154.82,4212.04,22,0.8116838930453358,USA,North America,Champion,Referral,Business
CUST_000207,3792.3399999999997,2887.33,905.01,16,0.7613584225043114,USA,North America,Core,Referral,Professional
CUST_000208,2061.35,1679.87,381.48,14,0.8149368132534504,India,APAC,Low Engagement,Organic Search,Basic
CUST_000209,724.34,425.57,361.89,16,0.5875279564845238,USA,North America,Core,Content Marketing,Basic
CUST_000210,835.95,429.39,406.56,20,0.5136551229140498,UK,Europe,At Risk,Paid Search,Basic
CUST_000211,752.77,439.33,313.44,15,0.5836178381178846,USA,North America,Low Engagement,Paid Search,Basic
CUST_000212,1534.39,1103.62,430.77,15,0.7192565123599605,UK,Europe,At Risk,Organic Search,Professional
CUST_000213,1828.9,1322.56,579.18,14,0.7231450598720541,USA,North America,Low Engagement,Organic Search,Professional
CUST_000214,3531.35,2765.54,1260.4,8,0.7831395925071148,Germany,Europe,Core,Content Marketing,Professional
CUST_000215,2384.81,1766.56,618.25,17,0.7407550287024962,USA,North America,Core,Partnership,Professional
CUST_000216,21275.27,16802.25,4473.0199999999995,17,0.7897549596315346,Australia,APAC,Core,Outbound Sales,Business
CUST_000217,4270.18,3662.17,608.01,11,0.8576149014795629,USA,North America,Core,Paid Social,Professional
CUST_000218,32770.86,27033.47,6855.34,18,0.8249240331196679,UK,Europe,Core,Paid Social,Business
CUST_000219,337700.38,299924.91,37775.47,18,0.8881390953720573,India,APAC,Strategic,Content Marketing,Enterprise
CUST_000220,14174.720000000001,12299.78,1874.94,18,0.8677264877189814,USA,North America,Champion,Paid Search,Business
CUST_000221,51537.630000000005,42928.95,8608.68,12,0.8329632154214308,USA,North America,Core,Paid Search,Enterprise
CUST_000222,3052.72,2319.65,733.0699999999999,19,0.7598633349930555,USA,North America,Core,Organic Search,Professional
CUST_000223,11793.89,9851.06,1942.83,19,0.8352680922070665,India,APAC,Champion,Paid Search,Professional
CUST_000224,3625.81,2709.89,1129.41,21,0.7473888593169526,USA,North America,Core,Partnership,Professional
CUST_000225,9166.51,7604.19,1562.32,16,0.8295621779717689,Other,LATAM,Core,Paid Search,Business
CUST_000226,783.46,464.44,319.02,14,0.5928062696244862,USA,North America,New / Onboarding,Outbound Sales,Basic
CUST_000227,390.93,214.55,176.38,9,0.5488194817486507,UK,Europe,Low Engagement,Organic Search,Basic
CUST_000228,7154.26,5879.24,1275.02,23,0.8217817076818567,UK,Europe,Champion,Paid Search,Professional
CUST_000229,161430.45,133232.69,35764.31,14,0.8253256433343276,USA,North America,Strategic,Outbound Sales,Enterprise
CUST_000230,9148.36,7591.969999999999,1556.39,14,0.8298722393959135,UK,Europe,Core,Referral,Professional
CUST_000231,41340.2,35227.95,6112.25,18,0.852147546455992,Australia,APAC,Champion,Outbound Sales,Enterprise
CUST_000232,75959.62,62595.520000000004,13364.1,15,0.824063100894923,Germany,Europe,Core,Paid Search,Enterprise
CUST_000233,17705.8,14324.92,3380.88,16,0.809052400908177,UK,Europe,Core,Paid Search,Business
CUST_000234,534.84,238.19,296.65,16,0.44534814150026175,Germany,Europe,At Risk,Outbound Sales,Basic
CUST_000235,724.39,423.04,301.34999999999997,15,0.5839948094258618,Germany,Europe,Low Engagement,Partnership,Basic
CUST_000236,802.27,501.33,300.94,16,0.6248893763944806,USA,North America,Low Engagement,Paid Social,Basic
CUST_000237,6754.39,5934.259999999999,820.13,18,0.8785782283818374,USA,North America,Core,Paid Search,Basic
CUST_000238,117506.49,99996.9,17509.59,15,0.8509904431661603,USA,North America,Core,Organic Search,Enterprise
CUST_000239,1857.55,1432.79,424.76,16,0.771333207719846,USA,North America,Core,Outbound Sales,Professional
CUST_000240,2112.89,1560.17,673.91,15,0.7384056907837134,Australia,APAC,New / Onboarding,Partnership,Professional
CUST_000241,9426.9,7858.49,1568.4099999999999,13,0.8336239909196024,UK,Europe,Core,Referral,Professional
CUST_000242,21812.35,17731.9,4080.45,16,0.8129293725802127,Canada,North America,Strategic,Outbound Sales,Professional
CUST_000243,15869.57,12561.15,4242.8099999999995,14,0.7915242820063808,Australia,APAC,Core,Content Marketing,Business
CUST_000244,2888.55,2282.9,605.65,12,0.7903273268594969,USA,North America,Core,Outbound Sales,Professional
CUST_000245,5699.38,4604.93,1094.45,14,0.8079703406335427,USA,North America,New / Onboarding,Paid Social,Business
CUST_000246,2180.96,1645.89,760.8,11,0.754663084146431,Canada,North America,Low Engagement,Organic Search,Professional
CUST_000247,1473.76,1014.13,459.63,20,0.6881242536098143,USA,North America,New / Onboarding,Partnership,Basic
CUST_000248,24318.97,20492.8,3826.17,16,0.842667267569309,Germany,Europe,Core,Paid Search,Business
CUST_000249,14086.78,11611.85,2474.93,17,0.8243083231228144,USA,North America,Core,Outbound Sales,Business
CUST_000250,13798.03,11287.08,2510.95,21,0.8180211233052834,Canada,North America,Champion,Paid Search,Professional
CUST_000251,4459.05,3504.25,1101.99,18,0.785873672643276,Other,MEA,Core,Organic Search,Professional
CUST_000252,16389.15,13665.3,2723.85,10,0.8338016309570659,UK,Europe,Core,Paid Search,Business
CUST_000253,699.75,415.33,284.42,18,0.5935405501964988,USA,North America,Core,Paid Search,Basic
CUST_000254,618.1,363.55,254.55,12,0.5881734347193011,USA,North America,Low Engagement,Paid Search,Basic
CUST_000255,34022.46,28339.25,7538.320000000001,15,0.832957111272965,USA,North America,Core,Paid Search,Enterprise
