cohort_month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2022-11-01,0.9282178217821783,0.5074257425742574,0.7202970297029703,0.6064356435643564,0.6361386138613861,0.6534653465346535,0.6435643564356436,0.5643564356435643,0.6336633663366337,0.5767326732673267,0.5495049504950495,0.6113861386138614,0.47277227722772275,0.599009900990099,0.5816831683168316,0.48267326732673266,0.5891089108910891,0.46534653465346537,0.5495049504950495,0.47029702970297027,0.5495049504950495,0.47277227722772275,0.5148514851485149,0.3886138613861386,0.6336633663366337,0.0,,,,,,,,,,
2022-12-01,0.9293139293139293,0.6174636174636174,0.6008316008316008,0.7214137214137214,0.6881496881496881,0.6008316008316008,0.6299376299376299,0.6278586278586279,0.6195426195426196,0.5945945945945946,0.6299376299376299,0.6029106029106029,0.5821205821205822,0.5488565488565489,0.5758835758835759,0.5155925155925156,0.5592515592515592,0.5072765072765073,0.501039501039501,0.5322245322245323,0.49272349272349275,0.44282744282744285,0.4553014553014553,0.6299376299376299,0.004158004158004158,,,,,,,,,,,
2023-01-01,0.915057915057915,0.5637065637065637,0.7413127413127413,0.6776061776061776,0.6988416988416989,0.6621621621621622,0.6602316602316602,0.6447876447876448,0.6235521235521235,0.6525096525096525,0.5868725868725869,0.5714285714285714,0.6428571428571429,0.5501930501930502,0.5714285714285714,0.49613899613899615,0.5714285714285714,0.5231660231660231,0.5463320463320464,0.4922779922779923,0.525096525096525,0.47297297297297297,0.6428571428571429,0.011583011583011582,,,,,,,,,,,,
2023-02-01,0.9113082039911308,0.6829268292682927,0.6917960088691796,0.7627494456762749,0.7250554323725056,0.7184035476718403,0.7095343680709535,0.6585365853658537,0.6651884700665188,0.647450110864745,0.6430155210643016,0.6518847006651884,0.5609756097560976,0.6186252771618626,0.5787139689578714,0.565410199556541,0.5587583148558758,0.565410199556541,0.5543237250554324,0.5099778270509978,0.5254988913525499,0.656319290465632,0.022172949002217297,,,,,,,,,,,,,
2023-03-01,0.9367088607594937,0.7269439421338155,0.7215189873417721,0.7540687160940326,0.7613019891500904,0.7142857142857143,0.7034358047016275,0.7034358047016275,0.6817359855334539,0.6980108499095841,0.6401446654611211,0.6546112115732369,0.64376130198915,0.6057866184448463,0.6094032549728752,0.5840867992766727,0.566003616636528,0.5786618444846293,0.5334538878842676,0.566003616636528,0.6636528028933092,0.03074141048824593,,,,,,,,,,,,,,
2023-04-01,0.925512104283054,0.7802607076350093,0.7374301675977654,0.8026070763500931,0.7206703910614525,0.7225325884543762,0.7225325884543762,0.6815642458100558,0.6908752327746741,0.6815642458100558,0.6312849162011173,0.6461824953445066,0.595903165735568,0.6108007448789572,0.6163873370577281,0.6145251396648045,0.595903165735568,0.547486033519553,0.5865921787709497,0.6703910614525139,0.06517690875232775,,,,,,,,,,,,,,,
2023-05-01,0.9417989417989417,0.8059964726631393,0.7689594356261023,0.8342151675485009,0.7707231040564374,0.7707231040564374,0.7425044091710759,0.7566137566137566,0.7037037037037037,0.6472663139329806,0.7425044091710759,0.6684303350970018,0.6684303350970018,0.6402116402116402,0.6331569664902998,0.6507936507936508,0.6137566137566137,0.6102292768959435,0.6490299823633157,0.10229276895943562,,,,,,,,,,,,,,,,
2023-06-01,0.9020866773675762,0.8314606741573034,0.8619582664526485,0.8089887640449438,0.8154093097913323,0.7640449438202247,0.7768860353130016,0.7319422150882825,0.7207062600321027,0.7383627608346709,0.6789727126805778,0.6902086677367576,0.6677367576243981,0.6484751203852327,0.6420545746388443,0.6388443017656501,0.6211878009630819,0.6613162118780096,0.17656500802568217,,,,,,,,,,,,,,,,,
2023-07-01,0.9228346456692913,0.8551181102362204,0.8393700787401575,0.8362204724409449,0.7968503937007874,0.7984251968503937,0.7889763779527559,0.7511811023622047,0.721259842519685,0.7338582677165354,0.7133858267716535,0.6692913385826772,0.6897637795275591,0.647244094488189,0.6283464566929133,0.6440944881889764,0.6157480314960629,0.22362204724409449,,,,,,,,,,,,,,,,,,
2023-08-01,0.9231950844854071,0.8878648233486943,0.901689708141321,0.8771121351766513,0.8648233486943164,0.8402457757296466,0.804915514592934,0.804915514592934,0.7726574500768049,0.7619047619047619,0.7572964669738863,0.7542242703533026,0.7112135176651305,0.6881720430107527,0.7188940092165899,0.6728110599078341,0.3317972350230415,,,,,,,,,,,,,,,,,,,
2023-09-01,0.9149855907780979,0.9250720461095101,0.8890489913544669,0.8933717579250721,0.8631123919308358,0.8242074927953891,0.829971181556196,0.7780979827089337,0.8054755043227666,0.7536023054755043,0.7737752161383286,0.770893371757925,0.7276657060518732,0.7247838616714697,0.6902017291066282,0.37319884726224783,,,,,,,,,,,,,,,,,,,,
2023-10-01,0.9157142857142857,0.9042857142857142,0.9214285714285714,0.9042857142857142,0.8885714285714286,0.8871428571428571,0.8385714285714285,0.8371428571428572,0.8028571428571428,0.7885714285714286,0.76,0.7271428571428571,0.6942857142857143,0.6714285714285714,0.4542857142857143,,,,,,,,,,,,,,,,,,,,,
2023-11-01,0.9316239316239316,0.9472934472934473,0.9173789173789174,0.9131054131054132,0.8675213675213675,0.8404558404558404,0.8276353276353277,0.8048433048433048,0.7877492877492878,0.7763532763532763,0.7307692307692307,0.7122507122507122,0.6609686609686609,0.5455840455840456,,,,,,,,,,,,,,,,,,,,,,
2023-12-01,0.9310344827586207,0.946949602122016,0.9270557029177718,0.9071618037135278,0.8740053050397878,0.8488063660477454,0.8209549071618037,0.7811671087533156,0.7572944297082228,0.7281167108753316,0.713527851458886,0.6657824933687002,0.5742705570291777,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01,0.9282868525896414,0.9667994687915007,0.9415670650730412,0.9189907038512616,0.9057104913678619,0.8791500664010624,0.8552456839309429,0.8034528552456839,0.7822045152722443,0.749003984063745,0.7397078353253652,0.6533864541832669,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-01,0.9333333333333333,0.9777777777777777,0.9583333333333334,0.9180555555555555,0.8861111111111111,0.8597222222222223,0.8236111111111111,0.7888888888888889,0.7527777777777778,0.7222222222222222,0.65,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-01,0.9380764163372859,0.9815546772068511,0.9696969696969697,0.9209486166007905,0.8866930171277997,0.852437417654809,0.8102766798418972,0.7878787878787878,0.7549407114624506,0.6693017127799736,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,0.9560301507537688,0.992462311557789,0.9623115577889447,0.9032663316582915,0.8731155778894473,0.8329145728643216,0.7952261306532663,0.7399497487437185,0.6721105527638191,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,0.9312039312039312,0.995085995085995,0.957002457002457,0.9103194103194103,0.8636363636363636,0.8071253071253072,0.7567567567567568,0.6916461916461917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,0.95,0.9975,0.96125,0.91,0.85875,0.7925,0.7425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01,0.9583333333333334,0.9976190476190476,0.9642857142857143,0.9011904761904762,0.8238095238095238,0.7333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-01,0.9609004739336493,1.0,0.9454976303317536,0.8447867298578199,0.7760663507109005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,0.9590254706533776,1.0,0.920265780730897,0.8084163898117387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-01,0.9742729306487695,0.9988814317673378,0.8769574944071589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,0.9740698985343855,0.9988726042841037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
