cohort_month,cohort_index,net_revenue,initial_net_revenue,revenue_retention_rate
2022-02-01,24,70962.27,119806.18,0.5923089276362873
2022-02-01,25,103490.54000000001,119806.18,0.863816374080202
2022-02-01,26,71538.9,119806.18,0.5971219514719525
2022-02-01,27,81539.96,119806.18,0.6805989473998755
2022-02-01,28,92234.87,119806.18,0.7698673807978854
2022-02-01,29,67539.34,119806.18,0.5637383647487968
2022-02-01,30,90575.33,119806.18,0.7560155077142098
2022-02-01,31,94075.52,119806.18,0.7852309455154985
2022-02-01,32,79686.74,119806.18,0.665130463219844
2022-02-01,33,133642.66,119806.18,1.1154905364648136
2022-02-01,34,77183.99,119806.18,0.6442404724030096
2022-02-01,35,0.0,119806.18,0.0
2022-03-01,1,112731.14,112731.14,1.0
2022-03-01,2,22841.63,112731.14,0.2026204117158755
2022-03-01,3,100580.2,112731.14,0.892213101011841
2022-03-01,4,70399.41,112731.14,0.6244894711434658
2022-03-01,5,81521.03,112731.14,0.7231456188591724
2022-03-01,6,67453.08,112731.14,0.598353569386418
2022-03-01,7,72818.13,112731.14,0.6459451221729862
2022-03-01,8,93432.41,112731.14,0.8288074617182085
2022-03-01,9,97514.8,112731.14,0.8650209693612608
2022-03-01,10,95175.96,112731.14,0.8442739069258061
2022-03-01,11,68661.03,112731.14,0.6090688872657546
2022-03-01,12,87320.2,112731.14,0.7745881040500433
2022-03-01,13,60752.81,112731.14,0.538917729386929
2022-03-01,14,84988.7,112731.14,0.7539061522840982
2022-03-01,15,64954.51,112731.14,0.5761895958827348
2022-03-01,16,63038.63,112731.14,0.559194469247805
2022-03-01,17,71418.2,112731.14,0.6335268143300955
2022-03-01,18,68817.04,112731.14,0.610452799466057
2022-03-01,19,85575.57,112731.14,0.7591120785259513
2022-03-01,20,76068.84,112731.14,0.6747810764621026
2022-03-01,21,89203.45999999999,112731.14,0.7912938696441817
2022-03-01,22,103111.75,112731.14,0.9146696289951473
2022-03-01,23,94069.76,112731.14,0.834461179049551
2022-03-01,24,66484.14,112731.14,0.5897584287713227
2022-03-01,25,72588.36,112731.14,0.6439069098387544
2022-03-01,26,94249.86,112731.14,0.8360587855316641
2022-03-01,27,85138.06,112731.14,0.7552310745726514
2022-03-01,28,91220.74,112731.14,0.8091884815499959
2022-03-01,29,129611.16,112731.14,1.1497369759589053
2022-03-01,30,65514.81,112731.14,0.581159828597493
2022-03-01,31,94491.34,112731.14,0.8382008733345551
2022-03-01,32,150820.14,112731.14,1.337874699040567
2022-03-01,33,100385.9,112731.14,0.8904895311091504
2022-03-01,34,0.0,112731.14,0.0
2022-04-01,1,247734.51,247734.51,1.0
2022-04-01,2,62834.09,247734.51,0.2536347883062396
2022-04-01,3,213329.87,247734.51,0.8611229416523357
2022-04-01,4,101311.52,247734.51,0.4089519865439821
2022-04-01,5,153308.46,247734.51,0.6188417592688237
2022-04-01,6,112189.48,247734.51,0.4528617349274431
2022-04-01,7,193286.51,247734.51,0.7802163291662514
2022-04-01,8,105771.23,247734.51,0.4269539597046854
2022-04-01,9,181703.79,247734.51,0.7334617611409892
2022-04-01,10,136660.26,247734.51,0.5516399794279772
2022-04-01,11,105768.89,247734.51,0.42694451410907586
2022-04-01,12,145154.5,247734.51,0.5859276529539627
2022-04-01,13,116182.56999999999,247734.51,0.46898015944569044
2022-04-01,14,164616.9,247734.51,0.6644891743181036
2022-04-01,15,163156.73,247734.51,0.6585950822919262
2022-04-01,16,175279.09,247734.51,0.7075279499816154
2022-04-01,17,160138.83000000002,247734.51,0.6464130895610789
2022-04-01,18,148719.96,247734.51,0.600319915057454
2022-04-01,19,209250.23,247734.51,0.8446551511939132
2022-04-01,20,159812.68,247734.51,0.6450965592157507
2022-04-01,21,206422.91999999998,247734.51,0.833242490115729
2022-04-01,22,112392.8,247734.51,0.45368245223485415
2022-04-01,23,200957.04,247734.51,0.8111790319402815
2022-04-01,24,163172.74,247734.51,0.6586597079268447
2022-04-01,25,228393.41,247734.51,0.921928115707416
2022-04-01,26,173059.4,247734.51,0.6985679952300549
2022-04-01,27,263239.73,247734.51,1.0625880504092868
2022-04-01,28,120443.83,247734.51,0.4861810734402728
2022-04-01,29,260542.85,247734.51,1.0517018803718545
2022-04-01,30,184876.35,247734.51,0.7462680512295199
2022-04-01,31,240200.16999999998,247734.51,0.9695870389636065
2022-04-01,32,216232.11,247734.51,0.8728380636189926
2022-04-01,33,0.0,247734.51,0.0
2022-05-01,1,319323.59,319323.59,1.0
2022-05-01,2,94162.24,319323.59,0.29488031247550484
2022-05-01,3,238809.84,319323.59,0.7478615657552891
2022-05-01,4,188548.8,319323.59,0.5904631098504184
2022-05-01,5,219632.7,319323.59,0.6878060590512589
2022-05-01,6,263832.85,319323.59,0.8262241132889679
2022-05-01,7,241675.27,319323.59,0.7568350023873901
2022-05-01,8,177027.98,319323.59,0.554384284606095
2022-05-01,9,186726.13,319323.59,0.5847552008293531
2022-05-01,10,179364.47,319323.59,0.5617012823888143
2022-05-01,11,174805.56,319323.59,0.547424510666437
2022-05-01,12,197159.28,319323.59,0.6174278574282595
2022-05-01,13,264657.17,319323.59,0.8288055699236
2022-05-01,14,212531.25,319323.59,0.665567019336091
2022-05-01,15,228112.57,319323.59,0.7143617857985374
2022-05-01,16,182408.49,319323.59,0.5712339949579045
2022-05-01,17,235437.47,319323.59,0.7373005859040981
2022-05-01,18,315494.56,319323.59,0.9880089347611305
2022-05-01,19,289867.31,319323.59,0.9077541374252994
2022-05-01,20,336769.19,319323.59,1.0546329821733496
2022-05-01,21,226535.02,319323.59,0.7094214993637018
2022-05-01,22,219838.16,319323.59,0.6884494816057904
2022-05-01,23,204894.54,319323.59,0.6416517489359305
2022-05-01,24,273610.07,319323.59,0.856842646670733
2022-05-01,25,263779.78,319323.59,0.8260579182389877
2022-05-01,26,304406.23,319323.59,0.9532845036597514
2022-05-01,27,208687.48,319323.59,0.6535297940249263
2022-05-01,28,296012.53,319323.59,0.9269986285698467
2022-05-01,29,272566.41000000003,319323.59,0.8535743006020946
2022-05-01,30,283582.84,319323.59,0.8880735682572026
2022-05-01,31,375359.83,319323.59,1.1754841851803055
2022-05-01,32,0.0,319323.59,0.0
2022-06-01,1,324204.12,324204.12,1.0
2022-06-01,2,134168.13,324204.12,0.41383844844414686
2022-06-01,3,256249.9,324204.12,0.7903968031004664
2022-06-01,4,128038.52,324204.12,0.3949318102434972
2022-06-01,5,200386.36000000002,324204.12,0.6180870249273822
2022-06-01,6,219989.53,324204.12,0.6785525427622573
2022-06-01,7,192846.99,324204.12,0.5948320150897527
2022-06-01,8,145019.35,324204.12,0.4473087818871642
2022-06-01,9,151999.62,324204.12,0.4688392608952656
2022-06-01,10,193169.81,324204.12,0.595827745804094
2022-06-01,11,173369.54,324204.12,0.5347542776445902
2022-06-01,12,213715.23,324204.12,0.6591996116520666
2022-06-01,13,205577.53,324204.12,0.6340990669705246
2022-06-01,14,209956.43,324204.12,0.6476056812603121
2022-06-01,15,210493.74,324204.12,0.649263001346189
2022-06-01,16,209072.66,324204.12,0.6448797134348571
2022-06-01,17,200729.18,324204.12,0.6191444451723809
2022-06-01,18,230855.06,324204.12,0.71206701506446
2022-06-01,19,301025.87,324204.12,0.9285072318019895
2022-06-01,20,179452.37,324204.12,0.553516624033032
2022-06-01,21,240562.98,324204.12,0.7420108664874463
2022-06-01,22,220224.56,324204.12,0.679277487281778
2022-06-01,23,228692.25,324204.12,0.7053958783744019
2022-06-01,24,239375.41,324204.12,0.7383478346913049
2022-06-01,25,242378.86000000002,324204.12,0.7476119057339555
2022-06-01,26,232989.34,324204.12,0.7186501516390353
2022-06-01,27,239356.07,324204.12,0.7382881809151592
2022-06-01,28,247964.53,324204.12,0.7648407737693155
2022-06-01,29,243556.80000000002,324204.12,0.7512452340210853
2022-06-01,30,335797.54,324204.12,1.0357596319257139
2022-06-01,31,0.0,324204.12,0.0
2022-07-01,1,341025.24,341025.24,1.0
2022-07-01,2,99100.63,341025.24,0.2905961740544483
2022-07-01,3,349376.94,341025.24,1.02448997616716
2022-07-01,4,198204.79,341025.24,0.5812026992488885
2022-07-01,5,367037.66,341025.24,1.0762771107499256
2022-07-01,6,270562.32,341025.24,0.7933791645451228
2022-07-01,7,220011.79,341025.24,0.6451481127907132
2022-07-01,8,211311.48,341025.24,0.6196358955718352
2022-07-01,9,263290.8,341025.24,0.7720566372154741
2022-07-01,10,223681.48,341025.24,0.6559088705574989
2022-07-01,11,317719.83,341025.24,0.9316607474566986
2022-07-01,12,282468.59,341025.24,0.8282923281572943
2022-07-01,13,359866.78,341025.24,1.055249693541745
2022-07-01,14,158701.19,341025.24,0.4653649389704997
2022-07-01,15,291378.83999999997,341025.24,0.854420159633932
2022-07-01,16,283395.65,341025.24,0.8310107779705691
2022-07-01,17,263285.94,341025.24,0.7720423860708961
2022-07-01,18,380352.86,341025.24,1.1153217280926186
2022-07-01,19,226697.53,341025.24,0.664752937348567
2022-07-01,20,172019.87,341025.24,0.5044197608364707
2022-07-01,21,345670.09,341025.24,1.0136202528587035
2022-07-01,22,207162.17,341025.24,0.6074687316399221
2022-07-01,23,365458.69,341025.24,1.0716470428992295
2022-07-01,24,270419.11,341025.24,0.7929592249535548
2022-07-01,25,298417.58,341025.24,0.8750600981909726
2022-07-01,26,286094.29,341025.24,0.8389240925393088
2022-07-01,27,360196.38,341025.24,1.0562161909188892
2022-07-01,28,264037.37,341025.24,0.7742458300153972
2022-07-01,29,458530.51,341025.24,1.3445647307513076
2022-07-01,30,0.0,341025.24,0.0
2022-08-01,1,373994.36,373994.36,1.0
2022-08-01,2,174642.28,373994.36,0.46696500984667255
2022-08-01,3,341360.51,373994.36,0.9127424007142783
2022-08-01,4,257702.48,373994.36,0.6890544552596997
2022-08-01,5,346352.83,373994.36,0.926091051212644
2022-08-01,6,204165.35,373994.36,0.5459048901165248
2022-08-01,7,257691.45,373994.36,0.689024962836338
2022-08-01,8,226010.47,373994.36,0.6043151827209373
2022-08-01,9,228593.0,373994.36,0.6112204472816114
2022-08-01,10,281686.63,373994.36,0.7531841656649582
2022-08-01,11,278103.92,373994.36,0.7436045827001241
2022-08-01,12,247293.22,373994.36,0.6612217895478424
2022-08-01,13,233240.49,373994.36,0.6236470785281361
2022-08-01,14,314764.24,373994.36,0.8416283069081577
2022-08-01,15,366806.48,373994.36,0.9807807796887632
2022-08-01,16,289010.81,373994.36,0.7727678299747622
2022-08-01,17,287737.39,373994.36,0.7693629123177153
2022-08-01,18,260557.43,373994.36,0.6966881265268279
2022-08-01,19,251680.53,373994.36,0.672952741854182
2022-08-01,20,234227.08,373994.36,0.6262850594859238
2022-08-01,21,280540.84,373994.36,0.7501205098387046
2022-08-01,22,287841.02,373994.36,0.7696400020577852
2022-08-01,23,306467.31,373994.36,0.8194436675462164
2022-08-01,24,299214.07,373994.36,0.8000496852412428
2022-08-01,25,315267.29,373994.36,0.8429733806680935
2022-08-01,26,361945.89,373994.36,0.9677843537533561
2022-08-01,27,222624.4,373994.36,0.5952613830860979
2022-08-01,28,509553.21,373994.36,1.362462284190596
2022-08-01,29,0.0,373994.36,0.0
2022-09-01,1,460777.13,460777.13,1.0
2022-09-01,2,212659.2,460777.13,0.4615229058785969
2022-09-01,3,409638.25,460777.13,0.8890160195233648
2022-09-01,4,325770.67,460777.13,0.7070026891308603
2022-09-01,5,254616.3,460777.13,0.5525801595231082
2022-09-01,6,195096.04,460777.13,0.42340651759344045
2022-09-01,7,442751.42,460777.13,0.9608797641497527
2022-09-01,8,319879.29,460777.13,0.6942169417132312
2022-09-01,9,276419.58,460777.13,0.5998986538242469
2022-09-01,10,244818.35,460777.13,0.5313161918431152
2022-09-01,11,303253.43,460777.13,0.6581347255667832
2022-09-01,12,301173.55,460777.13,0.6536208730672027
2022-09-01,13,269384.1,460777.13,0.5846299272709129
2022-09-01,14,310627.31,460777.13,0.6741378635697479
2022-09-01,15,356618.46,460777.13,0.7739500005132633
2022-09-01,16,515763.46,460777.13,1.119333895759974
2022-09-01,17,295669.58,460777.13,0.6416759008850982
2022-09-01,18,270234.19,460777.13,0.5864748322035861
2022-09-01,19,342959.96,460777.13,0.744307687319464
2022-09-01,20,242446.59,460777.13,0.5261688877657621
2022-09-01,21,363487.14,460777.13,0.7888567299336232
2022-09-01,22,356948.10000000003,460777.13,0.7746654006026732
2022-09-01,23,331235.01,460777.13,0.7188616544401846
2022-09-01,24,350227.44,460777.13,0.7600799110841286
2022-09-01,25,415219.13,460777.13,0.9011279053715188
2022-09-01,26,387348.04,460777.13,0.8406407670450137
2022-09-01,27,500193.29,460777.13,1.085542787247275
2022-09-01,28,0.0,460777.13,0.0
2022-10-01,1,508151.14,508151.14,1.0
2022-10-01,2,231894.3,508151.14,0.4563490696882034
2022-10-01,3,424424.78,508151.14,0.8352333520298705
2022-10-01,4,254058.76,508151.14,0.499966919290981
2022-10-01,5,299785.79,508151.14,0.5899539849502256
2022-10-01,6,290302.23,508151.14,0.5712911123253605
2022-10-01,7,390078.55,508151.14,0.7676427725814017
2022-10-01,8,433044.07,508151.14,0.8521954117824079
2022-10-01,9,297769.49,508151.14,0.585986070994547
2022-10-01,10,384745.18,508151.14,0.7571471353975512
2022-10-01,11,313864.33,508151.14,0.6176594034601596
2022-10-01,12,361153.18,508151.14,0.7107200035013205
2022-10-01,13,423993.9,508151.14,0.834385415331352
2022-10-01,14,414403.22,508151.14,0.8155117392829228
2022-10-01,15,360765.67,508151.14,0.7099574154256546
2022-10-01,16,316994.47000000003,508151.14,0.6238192636938688
2022-10-01,17,298086.35,508151.14,0.5866096256322478
2022-10-01,18,365195.33,508151.14,0.718674625033804
2022-10-01,19,348098.03,508151.14,0.6850285330462902
2022-10-01,20,391465.58999999997,508151.14,0.770372354177932
2022-10-01,21,342258.86,508151.14,0.6735375227142066
2022-10-01,22,390108.4,508151.14,0.7677015149469113
2022-10-01,23,360820.16,508151.14,0.7100646473015882
2022-10-01,24,419647.54,508151.14,0.8258321333294657
2022-10-01,25,349600.93,508151.14,0.6879861176735724
2022-10-01,26,602230.88,508151.14,1.1851412554146783
2022-10-01,27,292.24,508151.14,0.000575104485645747
2022-11-01,1,599647.25,599647.25,1.0
2022-11-01,2,342816.11,599647.25,0.5716962931123256
2022-11-01,3,356249.7,599647.25,0.5940987805747463
2022-11-01,4,355141.63,599647.25,0.5922509108480027
2022-11-01,5,371875.93,599647.25,0.6201578177837054
2022-11-01,6,402855.1,599647.25,0.6718201409245185
2022-11-01,7,394225.38,599647.25,0.6574288133565191
2022-11-01,8,405137.36,599647.25,0.6756261452045348
2022-11-01,9,444655.63,599647.25,0.7415286737327654
2022-11-01,10,396673.61,599647.25,0.6615115970264184
2022-11-01,11,381471.67,599647.25,0.6361601258072975
2022-11-01,12,548623.73,599647.25,0.914910774626249
2022-11-01,13,313999.75,599647.25,0.5236407738049328
2022-11-01,14,608198.92,599647.25,1.0142611677115172
2022-11-01,15,378908.65,599647.25,0.6318859129263079
2022-11-01,16,385113.96,599647.25,0.6422341801784299
2022-11-01,17,412628.3,599647.25,0.6881183896032209
2022-11-01,18,403137.13,599647.25,0.6722904674373142
2022-11-01,19,446098.41,599647.25,0.7439347216217534
2022-11-01,20,424919.04,599647.25,0.7086150065726141
2022-11-01,21,482191.91000000003,599647.25,0.8041259423769559
2022-11-01,22,410541.78,599647.25,0.6846388105673794
2022-11-01,23,521595.9,599647.25,0.8698378921941191
2022-11-01,24,371553.67,599647.25,0.619620401827908
2022-11-01,25,708187.44,599647.25,1.1810067335420948
2022-11-01,26,0.0,599647.25,0.0
2022-12-01,1,720363.39,720363.39,1.0
2022-12-01,2,393651.25,720363.39,0.5464620432751309
2022-12-01,3,378031.24,720363.39,0.5247785287922531
2022-12-01,4,453520.33,720363.39,0.6295715971906901
2022-12-01,5,489317.95,720363.39,0.6792654329643265
2022-12-01,6,501992.82,720363.39,0.6968605386789576
2022-12-01,7,480571.39999999997,720363.39,0.6671235749501373
2022-12-01,8,400652.73,720363.39,0.5561814156046991
2022-12-01,9,453576.04,720363.39,0.6296489331585826
2022-12-01,10,449863.89,720363.39,0.6244957701140254
2022-12-01,11,464180.17,720363.39,0.6443694619183798
2022-12-01,12,651960.55,720363.39,0.9050439806498218
2022-12-01,13,637131.93,720363.39,0.8844590644730017
2022-12-01,14,357790.88,720363.39,0.49668109868826066
2022-12-01,15,505534.4,720363.39,0.7017769184522273
2022-12-01,16,387939.96,720363.39,0.5385336975550632
2022-12-01,17,599115.1900000001,720363.39,0.8316846723707045
2022-12-01,18,481157.34,720363.39,0.6679369699784439
2022-12-01,19,535723.95,720363.39,0.7436856972978595
2022-12-01,20,496046.14,720363.39,0.6886054273246729
2022-12-01,21,529204.0599999999,720363.39,0.7346348625518017
2022-12-01,22,448856.22,720363.39,0.6230969344513746
2022-12-01,23,497059.86,720363.39,0.6900126615262888
2022-12-01,24,930048.89,720363.39,1.2910829491209985
2022-12-01,25,406.51,720363.39,0.0005643124090467729
2023-01-01,1,535277.97,535277.97,1.0
2023-01-01,2,390881.15,535277.97,0.7302395613254923
2023-01-01,3,423692.21,535277.97,0.7915367972270557
2023-01-01,4,455512.81,535277.97,0.8509836674204994
2023-01-01,5,613418.1900000001,535277.97,1.1459806388071605
2023-01-01,6,440939.25,535277.97,0.8237575142500261
2023-01-01,7,545651.56,535277.97,1.0193798186762666
2023-01-01,8,505430.21,535277.97,0.944238766261948
2023-01-01,9,702829.9400000001,535277.97,1.3130186172242435
2023-01-01,10,637107.12,535277.97,1.1902360188669823
2023-01-01,11,591930.11,535277.97,1.1058368607996327
2023-01-01,12,605694.8099999999,535277.97,1.1315519112434236
2023-01-01,13,589007.91,535277.97,1.1003776411721187
2023-01-01,14,487059.88,535277.97,0.9099195320890939
2023-01-01,15,525310.34,535277.97,0.9813785910150571
2023-01-01,16,495803.98,535277.97,0.9262551567366017
2023-01-01,17,637009.17,535277.97,1.1900530298304637
2023-01-01,18,596132.8099999999,535277.97,1.1136882954476903
2023-01-01,19,697013.99,535277.97,1.3021533279241813
2023-01-01,20,544977.11,535277.97,1.0181198191287417
2023-01-01,21,574132.83,535277.97,1.0725881918884126
2023-01-01,22,724495.6900000001,535277.97,1.3534943162334891
2023-01-01,23,887350.4,535277.97,1.6577375676417248
2023-01-01,24,3762.41,535277.97,0.007028890055011978
2023-02-01,1,390912.21,390912.21,1.0
2023-02-01,2,368848.25,390912.21,0.9435577619844618
2023-02-01,3,372088.85,390912.21,0.9518476028159877
2023-02-01,4,472464.84,390912.21,1.2086213423724985
2023-02-01,5,383567.54,390912.21,0.9812114592174032
2023-02-01,6,393869.76,390912.21,1.0075657652136267
2023-02-01,7,402611.99,390912.21,1.0299294309584242
2023-02-01,8,439251.06,390912.21,1.1236565365916813
2023-02-01,9,442301.11,390912.21,1.1314589278242293
2023-02-01,10,413842.86,390912.21,1.0586593342786605
2023-02-01,11,453970.45,390912.21,1.161310489636535
2023-02-01,12,330163.58999999997,390912.21,0.84459779345342
2023-02-01,13,311095.53,390912.21,0.7958194245198942
2023-02-01,14,380402.62,390912.21,0.9731152168411419
2023-02-01,15,493671.5,390912.21,1.2628705048634832
2023-02-01,16,448368.24,390912.21,1.1469793691018246
2023-02-01,17,387167.51,390912.21,0.9904206113183315
2023-02-01,18,506867.54,390912.21,1.2966275471415947
2023-02-01,19,392461.52,390912.21,1.0039633195391875
2023-02-01,20,413717.09,390912.21,1.0583375996365014
2023-02-01,21,498226.46,390912.21,1.2745226351461367
2023-02-01,22,657277.29,390912.21,1.681393604973352
2023-02-01,23,11826.56,390912.21,0.030253749300898018
2023-03-01,1,644352.97,644352.97,1.0
2023-03-01,2,622412.8,644352.97,0.9659500754687296
2023-03-01,3,572104.3099999999,644352.97,0.887874094845873
2023-03-01,4,619608.29,644352.97,0.9615976318072997
2023-03-01,5,665291.3,644352.97,1.032495124527788
2023-03-01,6,540610.6,644352.97,0.8389976071655261
2023-03-01,7,635837.95,644352.97,0.9867851621759421
2023-03-01,8,658573.84,644352.97,1.022069999925662
2023-03-01,9,742291.17,644352.97,1.1519946435569313
2023-03-01,10,804718.5,644352.97,1.248878390364213
2023-03-01,11,477287.21,644352.97,0.7407232250361165
2023-03-01,12,609006.68,644352.97,0.9451445222639387
2023-03-01,13,496500.38,644352.97,0.7705409971183962
2023-03-01,14,677110.36,644352.97,1.050837648812265
2023-03-01,15,683403.3200000001,644352.97,1.0606039730056651
2023-03-01,16,649228.95,644352.97,1.0075672499810158
2023-03-01,17,604387.26,644352.97,0.9379754391447905
2023-03-01,18,790450.35,644352.97,1.2267350145061022
2023-03-01,19,649029.72,644352.97,1.0072580560930757
2023-03-01,20,723600.94,644352.97,1.1229884452926475
2023-03-01,21,1027694.72,644352.97,1.5949250920656113
2023-03-01,22,37179.64,644352.97,0.05770073504899031
2023-04-01,1,559816.59,559816.59,1.0
2023-04-01,2,517928.25,559816.59,0.9251748862962422
2023-04-01,3,445284.63,559816.59,0.7954116365147379
2023-04-01,4,532806.61,559816.59,0.9517520908053119
2023-04-01,5,430986.94,559816.59,0.7698716824379929
2023-04-01,6,507066.0,559816.59,0.9057716563919623
2023-04-01,7,522372.43,559816.59,0.9331135220555004
2023-04-01,8,665385.07,559816.59,1.1885769051610278
2023-04-01,9,556517.76,559816.59,0.9941073021790942
2023-04-01,10,445500.65,559816.59,0.7957975128961434
2023-04-01,11,485824.82,559816.59,0.867828550775889
2023-04-01,12,534153.41,559816.59,0.9541578787438223
2023-04-01,13,482902.11,559816.59,0.8626077158592246
2023-04-01,14,499995.56,559816.59,0.8931417341526089
2023-04-01,15,545859.79,559816.59,0.9750689775020781
2023-04-01,16,583937.1,559816.59,1.0430864508677744
2023-04-01,17,543043.05,559816.59,0.9700374367254819
2023-04-01,18,552153.12,559816.59,0.9863107486685952
2023-04-01,19,631864.75,559816.59,1.1286995799820796
2023-04-01,20,839308.67,559816.59,1.4992565154240964
2023-04-01,21,73275.87,559816.59,0.13089263753330355
2023-05-01,1,757319.88,757319.88,1.0
2023-05-01,2,627337.4400000001,757319.88,0.8283652081073061
2023-05-01,3,664110.87,757319.88,0.8769225363528025
2023-05-01,4,722390.33,757319.88,0.9538774157097262
2023-05-01,5,709013.6,757319.88,0.9362141661988326
2023-05-01,6,893755.61,757319.88,1.180156012806636
2023-05-01,7,873850.1,757319.88,1.153871861913885
2023-05-01,8,938217.93,757319.88,1.2388661050334504
2023-05-01,9,643620.7,757319.88,0.8498663735065293
2023-05-01,10,615492.39,757319.88,0.8127244593130184
2023-05-01,11,749839.47,757319.88,0.990122522599037
2023-05-01,12,761638.37,757319.88,1.0057023328108063
2023-05-01,13,785464.4500000001,757319.88,1.0371633846453365
2023-05-01,14,700085.6,757319.88,0.9244252243847078
2023-05-01,15,812644.19,757319.88,1.0730527633844762
2023-05-01,16,814519.28,757319.88,1.075528718459101
2023-05-01,17,796025.21,757319.88,1.0511082978569108
2023-05-01,18,1178618.62,757319.88,1.5563022325519833
2023-05-01,19,1073363.55,757319.88,1.4173185972617015
2023-05-01,20,157707.35,757319.88,0.2082440381731429
2023-06-01,1,833305.49,833305.49,1.0
2023-06-01,2,948312.86,833305.49,1.1380134553055687
2023-06-01,3,907805.68,833305.49,1.0894032151402244
2023-06-01,4,819964.59,833305.49,0.9839903850867465
2023-06-01,5,1032297.27,833305.49,1.2387981147226093
2023-06-01,6,962855.73,833305.49,1.1554654824126984
2023-06-01,7,1086226.27,833305.49,1.3035150770457542
2023-06-01,8,711074.85,833305.49,0.8533183310720778
2023-06-01,9,738716.1,833305.49,0.8864889393684422
2023-06-01,10,914427.08,833305.49,1.0973491606301549
2023-06-01,11,852736.46,833305.49,1.0233179430991148
2023-06-01,12,911386.81,833305.49,1.0937007147282807
2023-06-01,13,929933.88,833305.49,1.1159579423867712
2023-06-01,14,912771.86,833305.49,1.0953628302628848
2023-06-01,15,865824.26,833305.49,1.0390238278641366
2023-06-01,16,1080415.9,833305.49,1.2965424000746713
2023-06-01,17,1004056.79,833305.49,1.2049084063996747
2023-06-01,18,1257951.1,833305.49,1.5095917584798344
2023-06-01,19,277429.55,833305.49,0.33292658374301604
2023-07-01,1,1050080.94,1050080.94,1.0
2023-07-01,2,1145981.8,1050080.94,1.0913271123652621
2023-07-01,3,955305.82,1050080.94,0.9097449383282779
2023-07-01,4,1225917.59,1050080.94,1.1674505681438234
2023-07-01,5,1107304.6199999999,1050080.94,1.0544945421064398
