customer_id,activity_month,monthly_net_revenue,monthly_transactions,cohort_month,cohort_index
CUST_000005,2024-01-01,328.27,1,2022-11-01,15
CUST_000005,2024-02-01,374.13,1,2022-11-01,16
CUST_000005,2024-04-01,418.11,1,2022-11-01,18
CUST_000005,2024-05-01,433.36,1,2022-11-01,19
CUST_000005,2024-07-01,429.28,1,2022-11-01,21
CUST_000005,2024-08-01,426.82,1,2022-11-01,22
CUST_000005,2024-09-01,458.1,1,2022-11-01,23
CUST_000005,2024-11-01,546.33,1,2022-11-01,25
CUST_000006,2022-06-01,7433.2,1,2022-06-01,1
CUST_000006,2022-08-01,9088.17,1,2022-06-01,3
CUST_000006,2022-11-01,8831.06,1,2022-06-01,6
CUST_000006,2023-01-01,4095.44,1,2022-06-01,8
CUST_000006,2023-02-01,4533.14,1,2022-06-01,9
CUST_000006,2023-04-01,7195.39,1,2022-06-01,11
CUST_000006,2023-05-01,8700.07,1,2022-06-01,12
CUST_000006,2023-07-01,8789.8,1,2022-06-01,14
CUST_000006,2023-09-01,9558.96,1,2022-06-01,16
CUST_000006,2023-10-01,10485.02,1,2022-06-01,17
CUST_000006,2023-12-01,51324.03,1,2022-06-01,19
CUST_000006,2024-01-01,8447.43,1,2022-06-01,20
CUST_000006,2024-03-01,9725.67,1,2022-06-01,22
CUST_000006,2024-05-01,13703.2,1,2022-06-01,24
CUST_000006,2024-08-01,15331.81,1,2022-06-01,27
CUST_000006,2024-09-01,17011.84,1,2022-06-01,28
CUST_000006,2024-11-01,13390.34,1,2022-06-01,30
CUST_000007,2024-08-01,64.28,1,2024-08-01,1
CUST_000007,2024-09-01,737.04,11,2024-08-01,2
CUST_000007,2024-10-01,562.91,8,2024-08-01,3
CUST_000008,2024-02-01,4213.2,1,2024-02-01,1
CUST_000008,2024-03-01,46839.12,3,2024-02-01,2
CUST_000008,2024-04-01,4980.6,1,2024-02-01,3
CUST_000008,2024-05-01,59405.560000000005,2,2024-02-01,4
CUST_000008,2024-06-01,10013.15,2,2024-02-01,5
CUST_000008,2024-07-01,11621.13,2,2024-02-01,6
CUST_000008,2024-08-01,7203.85,1,2024-02-01,7
CUST_000008,2024-09-01,8679.59,2,2024-02-01,8
CUST_000008,2024-10-01,12609.939999999999,2,2024-02-01,9
CUST_000008,2024-11-01,6340.42,1,2024-02-01,10
CUST_000008,2024-12-01,6829.42,1,2024-02-01,11
CUST_000009,2024-05-01,124.38,2,2024-05-01,1
CUST_000009,2024-06-01,111.27,2,2024-05-01,2
CUST_000009,2024-07-01,117.98,2,2024-05-01,3
CUST_000009,2024-08-01,110.74000000000001,2,2024-05-01,4
CUST_000009,2024-09-01,67.14,1,2024-05-01,5
CUST_000009,2024-10-01,127.87,2,2024-05-01,6
CUST_000009,2024-11-01,134.89,2,2024-05-01,7
CUST_000009,2024-12-01,71.52,1,2024-05-01,8
CUST_000010,2022-08-01,40.88,1,2022-04-01,5
CUST_000010,2022-10-01,46.13,1,2022-04-01,7
CUST_000010,2022-12-01,72.1,1,2022-04-01,9
CUST_000010,2023-03-01,46.19,1,2022-04-01,12
CUST_000010,2023-05-01,50.12,1,2022-04-01,14
CUST_000010,2023-07-01,68.13,1,2022-04-01,16
CUST_000010,2023-09-01,68.74,1,2022-04-01,18
CUST_000010,2023-11-01,62.5,1,2022-04-01,20
CUST_000010,2024-01-01,49.43,1,2022-04-01,22
CUST_000010,2024-04-01,58.39,1,2022-04-01,25
CUST_000010,2024-06-01,61.64,1,2022-04-01,27
CUST_000010,2024-08-01,61.29,1,2022-04-01,29
CUST_000010,2024-10-01,72.15,1,2022-04-01,31
CUST_000011,2024-11-01,320.48,7,2024-11-01,1
CUST_000011,2024-12-01,156.21,3,2024-11-01,2
CUST_000012,2024-08-01,344.63,2,2024-08-01,1
CUST_000012,2024-09-01,320.09000000000003,2,2024-08-01,2
CUST_000012,2024-10-01,538.72,3,2024-08-01,3
CUST_000012,2024-11-01,711.5799999999999,3,2024-08-01,4
CUST_000012,2024-12-01,338.96,2,2024-08-01,5
CUST_000013,2023-02-01,119.88,1,2023-02-01,1
CUST_000013,2023-03-01,87.55,1,2023-02-01,2
CUST_000013,2023-04-01,145.27,1,2023-02-01,3
CUST_000013,2023-05-01,135.24,1,2023-02-01,4
CUST_000013,2023-06-01,139.95,1,2023-02-01,5
CUST_000013,2023-07-01,187.21,1,2023-02-01,6
CUST_000013,2023-08-01,133.37,1,2023-02-01,7
CUST_000013,2023-09-01,148.07,1,2023-02-01,8
CUST_000013,2023-10-01,218.55,1,2023-02-01,9
CUST_000013,2023-12-01,189.2,1,2023-02-01,11
CUST_000013,2024-01-01,130.42,1,2023-02-01,12
CUST_000013,2024-02-01,150.39,1,2023-02-01,13
CUST_000013,2024-03-01,145.38,1,2023-02-01,14
CUST_000013,2024-06-01,175.1,1,2023-02-01,17
CUST_000013,2024-07-01,142.37,1,2023-02-01,18
CUST_000013,2024-08-01,164.77,1,2023-02-01,19
CUST_000013,2024-09-01,187.13,1,2023-02-01,20
CUST_000013,2024-10-01,286.05,1,2023-02-01,21
CUST_000013,2024-11-01,265.29,1,2023-02-01,22
CUST_000014,2023-01-01,70.91,1,2023-01-01,1
CUST_000014,2023-02-01,74.82,1,2023-01-01,2
CUST_000014,2023-03-01,101.36,1,2023-01-01,3
CUST_000014,2023-05-01,126.68,1,2023-01-01,5
CUST_000014,2023-06-01,93.75,1,2023-01-01,6
CUST_000014,2023-07-01,94.04,1,2023-01-01,7
CUST_000014,2023-09-01,100.64,1,2023-01-01,9
CUST_000014,2023-10-01,132.89,1,2023-01-01,10
CUST_000014,2023-11-01,113.27,1,2023-01-01,11
CUST_000014,2024-01-01,87.66,1,2023-01-01,13
CUST_000014,2024-02-01,98.52,1,2023-01-01,14
CUST_000014,2024-03-01,102.04,1,2023-01-01,15
CUST_000014,2024-04-01,143.55,1,2023-01-01,16
CUST_000014,2024-06-01,117.92,1,2023-01-01,18
CUST_000014,2024-07-01,113.02,1,2023-01-01,19
CUST_000014,2024-08-01,117.25,1,2023-01-01,20
CUST_000014,2024-10-01,131.74,1,2023-01-01,22
CUST_000014,2024-11-01,156.78,1,2023-01-01,23
CUST_000015,2023-01-01,3873.66,1,2023-01-01,1
CUST_000015,2023-02-01,5491.61,1,2023-01-01,2
CUST_000015,2023-04-01,4949.12,1,2023-01-01,4
CUST_000015,2023-05-01,5080.68,1,2023-01-01,5
CUST_000015,2023-07-01,6775.65,1,2023-01-01,7
CUST_000015,2023-08-01,5875.23,1,2023-01-01,8
CUST_000015,2023-09-01,5223.2,1,2023-01-01,9
CUST_000015,2023-11-01,6311.83,1,2023-01-01,11
CUST_000015,2023-12-01,6849.16,1,2023-01-01,12
CUST_000015,2024-02-01,5231.17,1,2023-01-01,14
CUST_000015,2024-04-01,6018.74,1,2023-01-01,16
CUST_000015,2024-05-01,6347.89,1,2023-01-01,17
CUST_000015,2024-07-01,6124.3,1,2023-01-01,19
CUST_000015,2024-08-01,8802.9,1,2023-01-01,20
CUST_000015,2024-09-01,6944.9,1,2023-01-01,21
CUST_000016,2023-05-01,160.65,1,2023-05-01,1
CUST_000016,2023-07-01,229.01,1,2023-05-01,3
CUST_000016,2023-09-01,181.38,1,2023-05-01,5
CUST_000016,2023-11-01,282.53,1,2023-05-01,7
CUST_000016,2024-02-01,172.06,1,2023-05-01,10
CUST_000016,2024-04-01,248.43,1,2023-05-01,12
CUST_000016,2024-06-01,213.76,1,2023-05-01,14
CUST_000016,2024-07-01,269.98,1,2023-05-01,15
CUST_000016,2024-09-01,218.51,1,2023-05-01,17
CUST_000016,2024-11-01,258.1,1,2023-05-01,19
CUST_000017,2023-12-01,15914.78,1,2023-12-01,1
CUST_000017,2024-01-01,12231.33,1,2023-12-01,2
CUST_000017,2024-02-01,13179.23,1,2023-12-01,3
CUST_000017,2024-03-01,13831.94,1,2023-12-01,4
CUST_000017,2024-04-01,14626.71,1,2023-12-01,5
CUST_000017,2024-05-01,14515.67,1,2023-12-01,6
CUST_000017,2024-06-01,15208.61,1,2023-12-01,7
CUST_000017,2024-07-01,15684.02,1,2023-12-01,8
CUST_000017,2024-08-01,21442.88,1,2023-12-01,9
CUST_000017,2024-10-01,24817.32,1,2023-12-01,11
CUST_000017,2024-11-01,19167.39,1,2023-12-01,12
CUST_000018,2023-09-01,184.03,1,2023-09-01,1
CUST_000018,2023-10-01,209.27,1,2023-09-01,2
CUST_000018,2023-12-01,241.55,1,2023-09-01,4
CUST_000018,2024-02-01,187.29,1,2023-09-01,6
CUST_000018,2024-03-01,200.84,1,2023-09-01,7
CUST_000018,2024-04-01,204.52,1,2023-09-01,8
CUST_000018,2024-05-01,228.65,1,2023-09-01,9
CUST_000018,2024-07-01,300.3,1,2023-09-01,11
CUST_000018,2024-08-01,220.02,1,2023-09-01,12
CUST_000018,2024-09-01,244.13,1,2023-09-01,13
CUST_000018,2024-11-01,266.84,1,2023-09-01,15
CUST_000019,2023-05-01,47.69,1,2023-05-01,1
CUST_000019,2023-06-01,48.12,1,2023-05-01,2
CUST_000019,2023-07-01,50.61,1,2023-05-01,3
CUST_000019,2023-08-01,51.35,1,2023-05-01,4
CUST_000019,2023-09-01,52.23,1,2023-05-01,5
CUST_000019,2023-11-01,61.69,1,2023-05-01,7
CUST_000019,2023-12-01,64.85,1,2023-05-01,8
CUST_000019,2024-02-01,47.79,1,2023-05-01,10
CUST_000019,2024-03-01,56.94,1,2023-05-01,11
CUST_000019,2024-04-01,58.6,1,2023-05-01,12
CUST_000019,2024-05-01,61.02,1,2023-05-01,13
CUST_000019,2024-07-01,58.52,1,2023-05-01,15
CUST_000019,2024-08-01,60.11,1,2023-05-01,16
CUST_000019,2024-09-01,66.84,1,2023-05-01,17
CUST_000019,2024-10-01,67.62,1,2023-05-01,18
CUST_000019,2024-11-01,91.64,1,2023-05-01,19
CUST_000020,2024-02-01,73.21000000000001,2,2024-02-01,1
CUST_000020,2024-03-01,74.75999999999999,2,2024-02-01,2
CUST_000020,2024-04-01,149.77,4,2024-02-01,3
CUST_000020,2024-05-01,119.92,3,2024-02-01,4
CUST_000020,2024-06-01,43.7,1,2024-02-01,5
CUST_000021,2022-11-01,26.43,1,2022-11-01,1
CUST_000021,2022-12-01,34.21,1,2022-11-01,2
CUST_000021,2023-02-01,29.97,1,2022-11-01,4
CUST_000021,2023-04-01,28.3,1,2022-11-01,6
CUST_000021,2023-06-01,30.39,1,2022-11-01,8
CUST_000021,2023-07-01,32.75,1,2022-11-01,9
CUST_000021,2023-09-01,28.49,1,2022-11-01,11
CUST_000021,2023-11-01,32.15,1,2022-11-01,13
CUST_000021,2023-12-01,33.38,1,2022-11-01,14
CUST_000021,2024-02-01,27.88,1,2022-11-01,16
CUST_000021,2024-04-01,30.25,1,2022-11-01,18
CUST_000021,2024-06-01,32.49,1,2022-11-01,20
CUST_000021,2024-07-01,32.02,1,2022-11-01,21
CUST_000021,2024-09-01,32.41,1,2022-11-01,23
CUST_000021,2024-11-01,49.39,1,2022-11-01,25
CUST_000022,2023-05-01,241.54000000000002,2,2023-05-01,1
CUST_000022,2023-06-01,120.56,1,2023-05-01,2
CUST_000022,2023-07-01,119.6,1,2023-05-01,3
CUST_000022,2023-08-01,175.14,1,2023-05-01,4
CUST_000022,2023-09-01,187.73,1,2023-05-01,5
CUST_000022,2023-10-01,331.86,2,2023-05-01,6
CUST_000022,2023-11-01,158.77,1,2023-05-01,7
CUST_000022,2023-12-01,107.56,1,2023-05-01,8
CUST_000022,2024-01-01,165.88,1,2023-05-01,9
CUST_000022,2024-02-01,123.32,1,2023-05-01,10
CUST_000022,2024-03-01,246.8,2,2023-05-01,11
CUST_000022,2024-04-01,196.0,1,2023-05-01,12
CUST_000022,2024-05-01,101.4,1,2023-05-01,13
CUST_000022,2024-06-01,200.32,1,2023-05-01,14
CUST_000022,2024-07-01,155.89,1,2023-05-01,15
CUST_000022,2024-08-01,225.63,1,2023-05-01,16
CUST_000023,2023-07-01,240.07,1,2023-07-01,1
CUST_000023,2023-08-01,227.64,1,2023-07-01,2
CUST_000023,2023-09-01,250.97,1,2023-07-01,3
CUST_000023,2023-10-01,260.21,1,2023-07-01,4
CUST_000023,2023-11-01,278.06,1,2023-07-01,5
CUST_000023,2023-12-01,759.41,2,2023-07-01,6
CUST_000023,2024-01-01,268.92,1,2023-07-01,7
CUST_000023,2024-02-01,246.53,1,2023-07-01,8
CUST_000023,2024-03-01,344.26,1,2023-07-01,9
CUST_000023,2024-04-01,277.19,1,2023-07-01,10
CUST_000023,2024-05-01,576.56,2,2023-07-01,11
CUST_000023,2024-06-01,290.71,1,2023-07-01,12
CUST_000023,2024-07-01,420.21,1,2023-07-01,13
CUST_000023,2024-08-01,292.83,1,2023-07-01,14
CUST_000023,2024-09-01,309.21,1,2023-07-01,15
CUST_000023,2024-10-01,327.9,1,2023-07-01,16
CUST_000023,2024-11-01,370.83,1,2023-07-01,17
CUST_000024,2023-10-01,554.68,1,2023-10-01,1
CUST_000024,2023-11-01,608.38,1,2023-10-01,2
CUST_000024,2023-12-01,648.95,1,2023-10-01,3
CUST_000024,2024-01-01,918.77,2,2023-10-01,4
CUST_000024,2024-02-01,696.63,1,2023-10-01,5
CUST_000024,2024-03-01,525.44,1,2023-10-01,6
CUST_000024,2024-04-01,1145.0300000000002,2,2023-10-01,7
CUST_000024,2024-05-01,568.45,1,2023-10-01,8
CUST_000024,2024-06-01,631.48,1,2023-10-01,9
CUST_000024,2024-07-01,1354.34,2,2023-10-01,10
CUST_000024,2024-08-01,589.76,1,2023-10-01,11
CUST_000024,2024-09-01,798.27,1,2023-10-01,12
CUST_000024,2024-10-01,1540.49,2,2023-10-01,13
CUST_000024,2024-11-01,762.66,1,2023-10-01,14
CUST_000024,2024-12-01,798.95,1,2023-10-01,15
CUST_000025,2024-07-01,1097.11,4,2024-07-01,1
CUST_000025,2024-08-01,869.4300000000001,3,2024-07-01,2
CUST_000025,2024-09-01,1130.79,4,2024-07-01,3
CUST_000025,2024-10-01,919.94,3,2024-07-01,4
CUST_000025,2024-11-01,1354.72,4,2024-07-01,5
CUST_000025,2024-12-01,702.98,2,2024-07-01,6
CUST_000026,2023-01-01,37.71,1,2023-01-01,1
CUST_000026,2023-03-01,43.47,1,2023-01-01,3
CUST_000026,2023-05-01,46.35,1,2023-01-01,5
CUST_000026,2023-07-01,48.06,1,2023-01-01,7
CUST_000026,2023-08-01,48.25,1,2023-01-01,8
CUST_000026,2023-10-01,40.47,1,2023-01-01,10
CUST_000026,2023-12-01,65.24,1,2023-01-01,12
CUST_000026,2024-02-01,50.13,1,2023-01-01,14
CUST_000026,2024-04-01,53.26,1,2023-01-01,16
CUST_000026,2024-05-01,59.65,1,2023-01-01,17
CUST_000026,2024-07-01,41.99,1,2023-01-01,19
CUST_000026,2024-09-01,62.88,1,2023-01-01,21
CUST_000026,2024-11-01,76.02,1,2023-01-01,23
CUST_000027,2023-12-01,135.09,2,2023-12-01,1
CUST_000027,2024-01-01,48.68,1,2023-12-01,2
CUST_000027,2024-02-01,53.27,1,2023-12-01,3
CUST_000027,2024-03-01,54.59,1,2023-12-01,4
CUST_000027,2024-04-01,58.78,1,2023-12-01,5
CUST_000027,2024-05-01,60.4,1,2023-12-01,6
CUST_000027,2024-06-01,92.07,1,2023-12-01,7
CUST_000027,2024-07-01,150.8,2,2023-12-01,8
CUST_000027,2024-09-01,80.41,1,2023-12-01,10
CUST_000027,2024-11-01,77.19,1,2023-12-01,12
CUST_000027,2024-12-01,115.02,1,2023-12-01,13
CUST_000028,2024-02-01,94.7,2,2024-02-01,1
CUST_000028,2024-03-01,131.78,2,2024-02-01,2
CUST_000028,2024-04-01,112.6,2,2024-02-01,3
CUST_000028,2024-05-01,151.24,2,2024-02-01,4
CUST_000028,2024-06-01,117.39,2,2024-02-01,5
CUST_000028,2024-07-01,71.88,1,2024-02-01,6
CUST_000028,2024-08-01,193.99,3,2024-02-01,7
CUST_000028,2024-09-01,158.51,2,2024-02-01,8
CUST_000028,2024-10-01,66.13,1,2024-02-01,9
CUST_000028,2024-11-01,141.76999999999998,2,2024-02-01,10
CUST_000028,2024-12-01,104.76,1,2024-02-01,11
CUST_000029,2022-06-01,181.81,2,2022-06-01,1
CUST_000029,2022-07-01,105.05,1,2022-06-01,2
CUST_000029,2022-08-01,179.94,2,2022-06-01,3
CUST_000029,2022-09-01,98.91,1,2022-06-01,4
CUST_000029,2022-10-01,103.92,1,2022-06-01,5
CUST_000029,2022-11-01,228.92000000000002,2,2022-06-01,6
CUST_000029,2022-12-01,123.61,1,2022-06-01,7
CUST_000029,2023-01-01,172.21,2,2022-06-01,8
CUST_000029,2023-02-01,90.33,1,2022-06-01,9
CUST_000029,2023-03-01,84.31,1,2022-06-01,10
CUST_000029,2023-04-01,208.51,2,2022-06-01,11
CUST_000029,2023-05-01,108.95,1,2022-06-01,12
CUST_000029,2023-06-01,232.13,2,2022-06-01,13
CUST_000029,2023-07-01,115.18,1,2022-06-01,14
CUST_000029,2023-08-01,109.56,1,2022-06-01,15
CUST_000029,2023-09-01,271.34000000000003,2,2022-06-01,16
CUST_000030,2024-02-01,432.6,1,2024-02-01,1
CUST_000030,2024-03-01,620.58,1,2024-02-01,2
CUST_000030,2024-04-01,484.35,1,2024-02-01,3
CUST_000030,2024-05-01,1123.74,2,2024-02-01,4
CUST_000030,2024-06-01,517.93,1,2024-02-01,5
CUST_000030,2024-07-01,509.34,1,2024-02-01,6
CUST_000030,2024-08-01,1010.6600000000001,2,2024-02-01,7
CUST_000030,2024-09-01,555.6,1,2024-02-01,8
CUST_000030,2024-10-01,1155.3899999999999,2,2024-02-01,9
CUST_000030,2024-12-01,691.68,1,2024-02-01,11
CUST_000031,2022-12-01,39.13,1,2022-12-01,1
CUST_000031,2023-02-01,30.57,1,2022-12-01,3
CUST_000031,2023-03-01,39.03,1,2022-12-01,4
CUST_000031,2023-05-01,51.56,1,2022-12-01,6
CUST_000031,2023-07-01,25.32,1,2022-12-01,8
CUST_000031,2023-08-01,36.65,1,2022-12-01,9
CUST_000031,2023-10-01,43.96,1,2022-12-01,11
CUST_000031,2023-12-01,61.68,1,2022-12-01,13
CUST_000031,2024-01-01,35.65,1,2022-12-01,14
CUST_000031,2024-03-01,43.47,1,2022-12-01,16
CUST_000031,2024-04-01,44.74,1,2022-12-01,17
CUST_000031,2024-06-01,46.63,1,2022-12-01,19
CUST_000031,2024-08-01,59.14,1,2022-12-01,21
CUST_000031,2024-09-01,50.28,1,2022-12-01,22
CUST_000031,2024-11-01,58.8,1,2022-12-01,24
CUST_000032,2022-07-01,1014.18,1,2022-07-01,1
CUST_000032,2022-09-01,1100.79,1,2022-07-01,3
CUST_000032,2022-11-01,1216.52,1,2022-07-01,5
CUST_000032,2023-01-01,1372.78,1,2022-07-01,7
CUST_000032,2023-03-01,1102.77,1,2022-07-01,9
CUST_000032,2023-05-01,1231.01,1,2022-07-01,11
CUST_000032,2023-07-01,1437.69,1,2022-07-01,13
CUST_000032,2023-09-01,1343.77,1,2022-07-01,15
CUST_000032,2023-11-01,1635.41,1,2022-07-01,17
CUST_000032,2024-01-01,1253.84,1,2022-07-01,19
CUST_000032,2024-03-01,1973.59,1,2022-07-01,21
CUST_000032,2024-05-01,1551.86,1,2022-07-01,23
CUST_000032,2024-07-01,1562.65,1,2022-07-01,25
CUST_000032,2024-09-01,1601.68,1,2022-07-01,27
CUST_000032,2024-10-01,1767.71,1,2022-07-01,28
CUST_000033,2024-10-01,100.77,1,2024-10-01,1
CUST_000033,2024-11-01,1194.5,11,2024-10-01,2
CUST_000033,2024-12-01,985.73,8,2024-10-01,3
CUST_000034,2024-11-01,409.99,7,2024-11-01,1
CUST_000034,2024-12-01,451.34000000000003,8,2024-11-01,2
CUST_000035,2024-07-01,521.35,1,2024-07-01,1
CUST_000035,2024-08-01,1595.05,3,2024-07-01,2
CUST_000035,2024-09-01,1221.5,2,2024-07-01,3
CUST_000035,2024-10-01,1204.1599999999999,2,2024-07-01,4
CUST_000035,2024-11-01,1303.15,2,2024-07-01,5
CUST_000035,2024-12-01,1347.49,2,2024-07-01,6
CUST_000036,2023-05-01,591.56,1,2023-05-01,1
CUST_000036,2023-06-01,568.66,1,2023-05-01,2
CUST_000036,2023-08-01,402.4,1,2023-05-01,4
CUST_000036,2023-09-01,573.9,1,2023-05-01,5
CUST_000036,2023-10-01,648.27,1,2023-05-01,6
CUST_000036,2023-11-01,463.6,1,2023-05-01,7
CUST_000036,2023-12-01,948.5,1,2023-05-01,8
CUST_000036,2024-01-01,516.72,1,2023-05-01,9
CUST_000036,2024-03-01,637.27,1,2023-05-01,11
CUST_000036,2024-04-01,700.47,1,2023-05-01,12
CUST_000036,2024-05-01,721.82,1,2023-05-01,13
CUST_000036,2024-07-01,746.29,1,2023-05-01,15
CUST_000036,2024-08-01,706.35,1,2023-05-01,16
CUST_000036,2024-09-01,753.02,1,2023-05-01,17
CUST_000036,2024-10-01,835.67,1,2023-05-01,18
CUST_000036,2024-11-01,1083.24,1,2023-05-01,19
CUST_000037,2022-09-01,32.92,1,2022-09-01,1
CUST_000037,2022-11-01,37.24,1,2022-09-01,3
CUST_000037,2022-12-01,39.53,1,2022-09-01,4
CUST_000037,2023-02-01,32.9,1,2022-09-01,6
CUST_000037,2023-04-01,34.39,1,2022-09-01,8
CUST_000037,2023-08-01,47.55,1,2022-09-01,12
CUST_000037,2023-10-01,45.3,1,2022-09-01,14
CUST_000037,2023-12-01,52.91,1,2022-09-01,16
CUST_000037,2024-01-01,35.74,1,2022-09-01,17
CUST_000037,2024-03-01,41.03,1,2022-09-01,19
CUST_000037,2024-05-01,60.15,1,2022-09-01,21
CUST_000037,2024-07-01,53.6,1,2022-09-01,23
CUST_000037,2024-09-01,49.81,1,2022-09-01,25
CUST_000037,2024-11-01,58.17,1,2022-09-01,27
CUST_000038,2024-04-01,1377.82,1,2024-04-01,1
CUST_000038,2024-05-01,2888.71,2,2024-04-01,2
CUST_000038,2024-06-01,4225.55,3,2024-04-01,3
CUST_000038,2024-07-01,2864.05,2,2024-04-01,4
CUST_000038,2024-08-01,3454.02,2,2024-04-01,5
CUST_000038,2024-09-01,1573.8,1,2024-04-01,6
CUST_000038,2024-10-01,3062.15,2,2024-04-01,7
CUST_000038,2024-11-01,6216.32,3,2024-04-01,8
CUST_000038,2024-12-01,2506.93,1,2024-04-01,9
CUST_000039,2023-11-01,53.34,1,2023-09-01,3
CUST_000039,2023-12-01,60.36,1,2023-09-01,4
CUST_000039,2024-01-01,56.99,1,2023-09-01,5
CUST_000039,2024-02-01,49.52,1,2023-09-01,6
CUST_000039,2024-03-01,56.09,1,2023-09-01,7
CUST_000039,2024-04-01,69.31,1,2023-09-01,8
CUST_000039,2024-05-01,70.02,1,2023-09-01,9
CUST_000039,2024-06-01,56.21,1,2023-09-01,10
CUST_000039,2024-07-01,56.54,1,2023-09-01,11
CUST_000039,2024-08-01,53.13,1,2023-09-01,12
CUST_000039,2024-09-01,86.55,1,2023-09-01,13
CUST_000039,2024-10-01,65.67,1,2023-09-01,14
CUST_000039,2024-11-01,68.5,1,2023-09-01,15
CUST_000040,2022-10-01,109.55,1,2022-10-01,1
CUST_000040,2022-11-01,69.26,1,2022-10-01,2
CUST_000040,2022-12-01,133.58,1,2022-10-01,3
CUST_000040,2023-02-01,128.71,1,2022-10-01,5
CUST_000040,2023-03-01,110.47,1,2022-10-01,6
CUST_000040,2023-05-01,120.0,1,2022-10-01,8
CUST_000040,2023-06-01,126.59,1,2022-10-01,9
CUST_000040,2023-07-01,117.82,1,2022-10-01,10
CUST_000040,2023-09-01,167.44,1,2022-10-01,12
CUST_000040,2023-10-01,143.27,1,2022-10-01,13
CUST_000040,2023-11-01,154.45,1,2022-10-01,14
CUST_000040,2024-01-01,150.78,1,2022-10-01,16
CUST_000040,2024-02-01,161.81,1,2022-10-01,17
CUST_000040,2024-03-01,159.1,1,2022-10-01,18
CUST_000040,2024-05-01,197.14,1,2022-10-01,20
CUST_000040,2024-06-01,151.65,1,2022-10-01,21
CUST_000040,2024-07-01,149.52,1,2022-10-01,22
CUST_000040,2024-08-01,146.1,1,2022-10-01,23
CUST_000040,2024-10-01,235.34,1,2022-10-01,25
CUST_000041,2023-11-01,479.67,1,2023-11-01,1
CUST_000041,2023-12-01,509.13,1,2023-11-01,2
CUST_000041,2024-01-01,729.6500000000001,2,2023-11-01,3
CUST_000041,2024-03-01,1025.13,2,2023-11-01,5
CUST_000041,2024-04-01,446.0,1,2023-11-01,6
CUST_000041,2024-05-01,475.9,1,2023-11-01,7
CUST_000041,2024-06-01,666.87,1,2023-11-01,8
CUST_000041,2024-07-01,1148.4,2,2023-11-01,9
CUST_000041,2024-08-01,479.01,1,2023-11-01,10
CUST_000041,2024-09-01,663.61,1,2023-11-01,11
CUST_000041,2024-10-01,534.87,1,2023-11-01,12
CUST_000041,2024-11-01,395.85,1,2023-11-01,13
